Company,TypeName,Ram,Memory,Gpu,OpSys,Weight,Price,Tochscreen,IPS,CPU,HDD,SSD,PPI
Lenovo,Notebook,8,256 SSD,Intel,Windows 10,2.17,79022,0,0,Intel Core i7,0,256,141.21
HP,Notebook,8,1000 SSD,Intel,Windows 10,1.48,153754,0,0,Intel Core i7,0,1000,157.35
Lenovo,Notebook,8,256 SSD,Intel,Windows 10,1.4,83426,0,1,Intel Core i3,0,256,165.63
Lenovo,Notebook,8,256 SSD,Intel,Windows 10,2.3,80086,0,1,Intel Core i5,0,256,141.21
Asus,Netbook,4,64 Flash Storage,Intel,Windows 10,1.2,29889,0,0,Intel Celeron,0,0,135.09
HP,Notebook,8,256 SSD,AMD,Windows 10,1.91,54415,0,0,Intel Core i5,0,256,100.45
Lenovo,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.4,140568,1,1,Intel Core i5,0,256,158.48
Lenovo,Notebook,4,500 HDD,Intel,Windows 10,2.1,26285,0,0,Intel Celeron,500,0,111.94
Lenovo,Netbook,4,16 SSD,Intel,Linux/Android/Chrome OS,1.25,23296,0,0,Intel Celeron,0,16,135.09
Lenovo,Notebook,8,256 SSD,Intel,Windows 10,1.44,83426,0,0,Intel Core i5,0,256,165.63
Asus,Notebook,8,256 SSD +  1000 HDD,Intel,Windows 10,2.0,107601,0,0,Intel Core i7,1000,256,141.21
Acer,Notebook,4,1000 HDD,Nvidia,Windows 10,2.2,53888,0,1,Intel Core i5,1000,0,141.21
HP,Ultrabook,8,512 SSD,Intel,Windows 10,1.34,116304,0,1,Intel Core i7,0,512,165.63
Lenovo,Gaming,8,256 SSD +  1000 HDD,Nvidia,No OS,2.4,101008,0,1,Intel Core i7,1000,256,141.21
Dell,Ultrabook,8,128 SSD,Intel,Windows 10,1.29,79031,1,1,Intel Core i5,0,128,165.63
Acer,Notebook,4,500 HDD,Nvidia,Windows 10,2.2,56174,0,0,Intel Core i7,500,0,141.21
Dell,Notebook,8,1000 HDD,Intel,Windows 10,2.18,73492,0,0,Intel Core i5,1000,0,141.21
Dell,Notebook,16,256 SSD +  2000 HDD,AMD,Windows 10,2.2,107183,0,0,Intel Core i7,2000,256,141.21
Asus,Netbook,2,32 Flash Storage,Intel,Windows 10,1.1,21537,0,0,Intel Celeron,0,0,135.09
HP,Notebook,4,1000 HDD,Intel,Windows 10,2.04,45842,1,0,Intel Core i5,1000,0,100.45
Asus,Gaming,24,512 SSD,Nvidia,Windows 10,2.24,260916,0,0,Intel Core i7,0,512,141.21
HP,Notebook,8,256 SSD,Nvidia,Windows 10,2.04,78151,0,0,Intel Core i5,0,256,141.21
Asus,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,3.0,132216,0,0,Intel Core i7,1000,256,127.34
Lenovo,Gaming,8,256 SSD +  1000 HDD,Nvidia,Windows 10,3.2,122986,0,1,Intel Core i7,1000,256,141.21
HP,Ultrabook,8,256 SSD,Intel,Windows 10,1.32,122986,0,1,Intel Core i7,0,256,165.63
Dell,Notebook,8,256 SSD,Intel,Windows 10,1.64,112501,0,0,Intel Core i5,0,256,157.35
HP,Notebook,4,128 SSD,Intel,Windows 10,1.63,60569,0,0,Intel Core i3,0,128,100.45
Dell,Notebook,8,128 SSD +  1000 HDD,AMD,Linux/Android/Chrome OS,2.8,78151,0,1,Intel Core i5,1000,128,127.34
Lenovo,Notebook,8,256 SSD,Intel,Windows 7,2.02,117799,0,0,Intel Core i5,0,256,157.35
Lenovo,Notebook,4,1000 HDD,Nvidia,Windows 10,2.2,70240,0,0,Intel Core i7,1000,0,141.21
Lenovo,Notebook,8,2000 HDD,Nvidia,No OS,2.2,40350,0,0,Intel Core i3,2000,0,100.45
Dell,Notebook,4,500 HDD,AMD,Windows 10,2.3,51427,0,0,Intel Core i5,500,0,141.21
Dell,Notebook,8,256 SSD,Intel,Windows 10,1.9,121052,0,0,Intel Core i5,0,256,141.21
Dell,Gaming,16,128 SSD +  1000 HDD,Nvidia,Windows 10,4.42,264852,0,1,Intel Core i7,1000,128,127.34
Toshiba,Notebook,8,500 HDD,Intel,Windows 10,2.0,75602,0,1,Intel Core i5,500,0,141.21
Asus,Notebook,8,256 SSD +  1000 HDD,Nvidia,Windows 10,2.0,114195,0,1,Intel Core i7,1000,256,282.42
Asus,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.3,144963,0,1,Intel Core i5,1000,128,141.21
Dell,Notebook,8,256 SSD,Nvidia,Windows 10,1.93,120348,0,0,Intel Core i7,0,256,141.21
Dell,Notebook,8,256 SSD,AMD,Windows 10,2.2,70100,0,0,Intel Core i5,0,256,141.21
HP,Notebook,4,256 SSD,Intel,Windows 10,1.86,35075,0,0,Intel Pentium,0,256,141.21
HP,Gaming,12,1000 HDD,Nvidia,Windows 10,2.62,158150,0,0,Intel Core i7,1000,0,127.34
Lenovo,Notebook,8,256 SSD,Nvidia,Windows 10,1.87,75514,0,1,Intel Core i7,0,256,157.35
Dell,Ultrabook,8,256 SSD,Intel,Windows 10,1.2,122986,1,0,Intel Core i7,0,256,276.05
Dell,Notebook,4,128 SSD,Intel,Windows 10,1.6,64690,0,0,Intel Core i3,0,128,157.35
HP,Ultrabook,8,256 SSD,Intel,Windows 10,1.34,100656,0,1,Intel Core i7,0,256,276.05
Acer,Gaming,8,1000 HDD,Nvidia,Linux/Android/Chrome OS,2.4,70152,0,0,Intel Core i5,1000,0,141.21
Asus,Notebook,4,500 HDD,AMD,Windows 10,2.0,30680,0,0,AMD E Series,500,0,100.45
HP,Notebook,4,128 SSD,Intel,Windows 10,2.1,62020,0,0,Intel Core i3,0,128,141.21
Lenovo,Notebook,4,500 HDD,Intel,Windows 10,1.87,69009,0,0,Intel Core i5,500,0,157.35
Lenovo,Notebook,4,1000 HDD,Intel,No OS,2.15,40645,0,0,Intel Core i5,1000,0,141.21
HP,Notebook,4,500 HDD,Intel,Windows 10,1.86,34900,0,0,Intel Core i3,500,0,141.21
Lenovo,Notebook,8,512 SSD,Intel,Windows 10,1.99,151996,0,1,Intel Core i7,0,512,141.21
Lenovo,Notebook,4,128 SSD,Intel,Windows 10,2.2,43867,0,0,Intel Core i3,0,128,141.21
Dell,Notebook,8,256 SSD,Intel,Windows 10,1.9,98194,0,0,Intel Core i5,0,256,141.21
Dell,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,4.42,237269,0,1,Intel Core i7,1000,256,127.34
HP,Notebook,8,1000 HDD,Intel,Windows 10,2.65,47836,0,0,Intel Core i3,1000,0,106.11
HP,Notebook,8,1000 HDD,Nvidia,Windows 10,2.63,112524,0,0,Intel Core i7,1000,0,127.34
Asus,Notebook,4,500 HDD,Intel,Linux/Android/Chrome OS,2.0,19691,0,0,Intel Celeron,500,0,100.45
Lenovo,Notebook,6,128 SSD +  1000 HDD,Nvidia,Windows 10,2.8,83426,0,0,Intel Core i7,1000,128,106.11
HP,Notebook,6,128 SSD,AMD,Windows 10,1.91,50012,0,1,AMD A Series,0,128,141.21
Dell,Notebook,4,1000 HDD,AMD,Windows 10,2.18,54319,0,0,Intel Core i3,1000,0,100.45
Acer,2 in 1 Convertible,4,32 Flash Storage,Intel,Windows 10,1.25,30680,1,1,Intel Celeron,0,0,189.91
Lenovo,Notebook,4,128 SSD,Intel,Windows 10,2.05,55383,0,0,Intel Core i3,0,128,141.21
HP,Ultrabook,16,512 SSD,Intel,Windows 10,1.16,172743,1,1,Intel Core M,0,512,276.05
Lenovo,Notebook,8,256 SSD,Nvidia,Windows 10,3.4,263642,0,1,Intel Core i7,0,256,127.34
Asus,Notebook,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.5,73756,0,0,Intel Core i5,1000,128,141.21
Dell,Ultrabook,8,128 SSD,Intel,Windows 10,1.21,140568,1,1,Intel Core i5,0,128,331.26
Dell,Notebook,4,500 HDD,Intel,Windows 10,1.93,84305,0,0,Intel Core i5,500,0,100.45
Lenovo,Notebook,4,500 HDD,Intel,Windows 10,2.2,30241,0,0,Intel Pentium,500,0,141.21
Lenovo,Notebook,4,500 HDD,Intel,Windows 10,2.02,87030,0,0,Intel Core i5,500,0,111.94
HP,Workstation,8,500 HDD,Nvidia,Windows 10,3.14,163599,0,0,Intel Core i5,500,0,106.11
HP,Notebook,8,2000 HDD,Intel,Windows 10,1.94,34196,0,0,Intel Pentium,2000,0,111.94
HP,Notebook,6,256 SSD,AMD,Windows 10,1.95,57053,0,1,AMD A Series,0,256,141.21
Lenovo,Notebook,8,256 SSD,Intel,Windows 10,2.3,72965,0,0,Intel Core i5,0,256,141.21
Lenovo,Notebook,4,500 HDD,Intel,Windows 10,2.05,60218,0,0,Intel Core i5,500,0,141.21
Toshiba,Ultrabook,16,512 SSD,Intel,Windows 10,1.24,163952,1,0,Intel Core i7,0,512,157.35
Lenovo,Gaming,32,256 SSD +  1000 HDD,Nvidia,Windows 10,4.6,234104,0,1,Intel Core i7,1000,256,127.34
MSI,Gaming,16,512 SSD +  1000 HDD,Nvidia,Windows 10,4.14,239906,0,0,Intel Core i7,1000,512,127.34
Dell,Notebook,8,256 SSD,AMD,Linux/Android/Chrome OS,2.2,65845,0,0,Intel Core i7,0,256,141.21
Dell,Notebook,8,500 HDD,Intel,Windows 10,1.9,88658,0,0,Intel Core i5,500,0,100.45
HP,Notebook,4,128 SSD,Intel,Windows 10,1.49,63207,0,0,Intel Core i3,0,128,165.63
Dell,Notebook,16,256 SSD,Nvidia,Windows 10,1.93,135151,0,0,Intel Core i7,0,256,141.21
Dell,Netbook,4,16 Flash Storage,Intel,Linux/Android/Chrome OS,1.26,25933,0,0,Intel Celeron,0,0,135.09
MSI,Gaming,16,128 SSD +  1000 HDD,Nvidia,Windows 10,4.5,206500,0,0,Intel Core i7,1000,128,127.34
HP,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,3.78,131689,0,1,Intel Core i7,1000,256,127.34
Lenovo,Ultrabook,12,256 SSD,Intel,Windows 10,1.4,147073,0,1,Intel Core i7,0,256,157.35
Lenovo,Notebook,12,1000 HDD,Intel,Windows 10,2.2,53537,1,0,Intel Core i7,1000,0,100.45
Asus,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.73,155600,0,1,Intel Core i5,1000,128,127.34
Asus,2 in 1 Convertible,8,1000 HDD,Intel,Windows 10,2.2,64965,1,0,Intel Core i5,1000,0,100.45
Lenovo,Notebook,12,512 SSD,AMD,Windows 10,2.2,83426,0,0,AMD A Series,0,512,141.21
Dell,2 in 1 Convertible,4,128 SSD,Intel,Windows 10,1.39,53009,1,0,Intel Core M,0,128,135.09
Lenovo,Notebook,4,500 HDD,Intel,No OS,2.8,46504,0,0,Intel Core i3,500,0,127.34
Lenovo,Notebook,8,1000 HDD,Intel,Windows 10,2.29,40350,0,0,Intel Core i3,1000,0,100.45
Lenovo,2 in 1 Convertible,8,512 SSD,Intel,Windows 10,1.37,178017,1,1,Intel Core i7,0,512,165.63
Lenovo,Notebook,8,256 SSD,Intel,Windows 10,1.7,129579,0,1,Intel Core i5,0,256,157.35
Dell,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.34,146809,1,0,Intel Core i5,0,256,176.23
Dell,Workstation,8,256 SSD,Nvidia,Windows 10,2.06,154985,1,0,Intel Core i7,0,256,141.21
HP,Notebook,8,256 SSD,Intel,Windows 10,1.84,107162,0,0,Intel Core i7,0,256,141.21
HP,Notebook,4,500 HDD,Intel,Windows 10,2.1,58766,0,0,Intel Core i3,500,0,100.45
Acer,Notebook,4,32 Flash Storage,Intel,Windows 10,1.6,28922,0,0,Intel Celeron,0,0,157.35
MSI,Gaming,16,128 SSD +  1000 HDD,Nvidia,Windows 10,4.14,193314,0,0,Intel Core i7,1000,128,127.34
Dell,Notebook,4,1000 HDD,AMD,Linux/Android/Chrome OS,2.18,40878,0,0,Intel Core i3,1000,0,100.45
MSI,Gaming,16,256 SSD +  2000 HDD,Nvidia,Windows 10,1.8,202105,0,0,Intel Core i7,2000,256,282.42
Toshiba,Notebook,8,256 SSD,Intel,Windows 10,2.2,122986,0,1,Intel Core i7,0,256,141.21
Lenovo,Notebook,6,1000 HDD,Intel,Windows 10,2.4,49581,0,0,Intel Core i5,1000,0,141.21
Lenovo,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,2.0,114195,1,1,Intel Core i7,0,256,141.21
Acer,Notebook,4,128 Flash Storage,Intel,Windows 10,1.6,30680,0,0,Intel Pentium,0,0,111.94
Lenovo,Notebook,32,1000 SSD,Nvidia,Windows 10,2.5,430671,0,1,Intel Xeon,0,1000,282.42
Dell,Gaming,16,1000 HDD,Nvidia,Windows 10,2.59,77273,0,0,Intel Core i7,1000,0,141.21
Dell,Notebook,4,1000 HDD,Intel,Linux/Android/Chrome OS,2.18,39023,0,0,Intel Core i3,1000,0,100.45
Dell,Notebook,4,1000 HDD,Intel,Linux/Android/Chrome OS,2.25,31559,0,0,Intel Core i3,1000,0,100.45
Dell,Notebook,4,500 HDD,Intel,Linux/Android/Chrome OS,1.93,76393,0,0,Intel Core i5,500,0,100.45
Asus,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,3.0,102678,0,0,Intel Core i7,1000,128,127.34
Dell,Notebook,4,128 SSD,AMD,Linux/Android/Chrome OS,2.18,50020,0,0,Intel Core i5,0,128,141.21
HP,Ultrabook,8,512 SSD,Intel,Windows 10,1.84,122106,0,0,Intel Core i7,0,512,141.21
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.94,199367,0,0,Intel Core i7,1000,256,141.21
Acer,2 in 1 Convertible,4,32 Flash Storage,Intel,Linux/Android/Chrome OS,1.25,33317,1,1,Intel Celeron,0,0,135.09
HP,Notebook,8,256 SSD,Intel,Windows 10,2.31,98810,0,0,Intel Core i5,0,256,111.94
Lenovo,Notebook,8,256 SSD,Intel,Windows 7,1.65,128788,0,0,Intel Core i5,0,256,157.35
Dell,Notebook,4,1000 HDD,AMD,Windows 10,2.2,68218,0,0,Intel Core i5,1000,0,141.21
HP,Notebook,4,500 HDD,Intel,Windows 7,1.88,81932,0,0,Intel Core i5,500,0,100.45
Lenovo,Notebook,8,1000 HDD,Nvidia,Windows 10,2.2,79031,0,0,Intel Core i7,1000,0,141.21
Lenovo,Notebook,4,128 SSD,Intel,No OS,2.2,41141,0,0,Intel Core i5,0,128,141.21
Asus,2 in 1 Convertible,6,1000 HDD,Intel,Windows 10,1.5,56175,1,0,Intel Core i5,1000,0,165.63
Dell,Notebook,8,256 SSD,Nvidia,Windows 10,2.0,159996,0,0,Intel Core i7,0,256,141.21
Asus,Ultrabook,16,512 SSD,Intel,Windows 10,1.1,167029,0,0,Intel Core i7,0,512,157.35
Dell,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.62,130018,0,0,Intel Core i7,1000,256,141.21
Lenovo,Notebook,4,256 SSD,Intel,Windows 10,1.8,72877,0,0,Intel Core i5,0,256,141.21
Lenovo,Notebook,4,1000 HDD,Nvidia,Windows 10,2.2,50899,0,0,Intel Core i3,1000,0,141.21
Asus,Notebook,8,1000 HDD,Intel,Windows 10,2.0,35076,0,0,Intel Celeron,1000,0,100.45
Asus,Notebook,8,1000 HDD,Nvidia,Windows 10,1.99,79700,0,0,Intel Core i5,1000,0,141.21
Dell,Ultrabook,8,256 SSD,Intel,Windows 10,1.23,164303,1,0,Intel Core i5,0,256,276.05
Lenovo,Notebook,2,32 Flash Storage,Intel,Windows 10,1.42,21889,0,0,Intel Celeron,0,0,111.94
Lenovo,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.37,154494,1,1,Intel Core i7,0,256,165.63
Dell,Notebook,16,1000 SSD,Nvidia,Windows 10,2.06,210896,1,0,Intel Core i7,0,1000,282.42
Lenovo,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.5,97492,0,1,Intel Core i7,1000,128,141.21
HP,Notebook,8,1000 HDD,AMD,Windows 10,2.6,45792,0,0,AMD A Series,1000,0,107.99
Lenovo,Ultrabook,16,512 SSD,Intel,Windows 10,1.14,215379,0,1,Intel Core i7,0,512,157.35
Asus,Gaming,8,1000 HDD,Nvidia,No OS,2.5,102766,0,1,Intel Core i7,1000,0,141.21
Acer,Notebook,4,500 HDD,Intel,Windows 10,2.4,39559,0,0,Intel Core i3,500,0,100.45
Lenovo,Notebook,4,32 Flash Storage,Intel,Windows 10,1.43,24087,0,0,Intel Celeron,0,0,111.94
Acer,Ultrabook,8,256 SSD,Intel,Windows 10,1.8,80789,0,1,Intel Core i5,0,256,157.35
Toshiba,Notebook,8,256 SSD,Intel,Windows 10,1.2,106634,0,0,Intel Core i5,0,256,165.63
Lenovo,Ultrabook,8,256 SSD,Intel,Windows 10,1.36,139249,0,1,Intel Core i7,0,256,176.23
Asus,Gaming,32,512 SSD,Nvidia,Windows 10,3.8,246060,0,1,Intel Core i7,0,512,127.34
Acer,Gaming,8,1000 HDD,Nvidia,Linux/Android/Chrome OS,2.4,62328,0,0,Intel Core i5,1000,0,141.21
Dell,Ultrabook,8,256 SSD,Intel,Windows 10,1.2,127460,0,0,Intel Core i5,0,256,165.63
MSI,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.2,104771,0,0,Intel Core i7,1000,128,141.21
HP,Notebook,4,500 HDD,Intel,No OS,1.86,32078,0,0,Intel Core i3,500,0,100.45
Toshiba,Notebook,8,500 HDD,Intel,Windows 10,2.0,93536,0,1,Intel Core i5,500,0,141.21
Dell,Notebook,8,256 SSD,AMD,Windows 10,2.2,80789,0,0,Intel Core i7,0,256,141.21
Dell,Notebook,16,256 SSD +  2000 HDD,AMD,Windows 10,2.2,99777,0,0,Intel Core i7,2000,256,141.21
Lenovo,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,3.31,105140,0,1,Intel Core i7,1000,128,141.21
Dell,Gaming,32,512 SSD +  1000 HDD,Nvidia,Windows 10,4.42,276685,0,1,Intel Core i7,1000,512,254.67
Dell,Notebook,8,256 SSD,Intel,Windows 10,1.56,108041,0,0,Intel Core i5,0,256,157.35
Lenovo,Notebook,4,500 HDD,Intel,Windows 10,2.2,36834,0,0,Intel Celeron,500,0,100.45
Lenovo,Notebook,4,500 HDD,Intel,Windows 10,2.2,47031,0,0,Intel Core i5,500,0,141.21
HP,Notebook,6,1000 HDD,AMD,Windows 10,2.04,47383,0,0,Intel Core i3,1000,0,141.21
MSI,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.7,130701,0,0,Intel Core i7,1000,128,127.34
Toshiba,Notebook,4,128 SSD,Intel,Windows 10,2.1,43779,0,0,Intel Core i3,0,128,100.45
Dell,Notebook,8,1000 HDD,Intel,Windows 10,2.06,83954,0,0,Intel Core i5,1000,0,141.21
HP,Notebook,8,1000 HDD,AMD,Windows 10,2.1,65492,0,0,Intel Core i7,1000,0,141.21
Toshiba,Notebook,8,256 SSD,Intel,Windows 10,2.0,110590,0,1,Intel Core i5,0,256,141.21
Acer,Notebook,4,128 SSD,Intel,Linux/Android/Chrome OS,2.1,36218,0,0,Intel Core i3,0,128,100.45
Lenovo,Notebook,8,128 SSD +  1000 HDD,AMD,Windows 10,1.9,71905,0,0,Intel Core i5,1000,128,141.21
Lenovo,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.3,90898,1,1,Intel Core i5,0,256,165.63
Lenovo,Notebook,4,128 SSD,AMD,Windows 10,2.2,30680,0,0,AMD E Series,0,128,100.45
HP,2 in 1 Convertible,4,128 SSD,Nvidia,Windows 10,1.63,61449,1,1,Intel Core i3,0,128,157.35
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.4,113755,0,0,Intel Core i7,1000,256,141.21
Asus,Ultrabook,8,256 SSD,Intel,Windows 10,1.1,99777,0,0,Intel Core i5,0,256,157.35
HP,2 in 1 Convertible,8,64 Flash Storage,Intel,Linux/Android/Chrome OS,1.4,43515,1,0,Intel Celeron,0,0,135.09
Acer,Gaming,16,256 SSD,Nvidia,Windows 10,2.5,114195,0,0,Intel Core i5,0,256,141.21
MSI,Gaming,8,256 SSD,Nvidia,Windows 10,2.2,87725,0,0,Intel Core i5,0,256,141.21
Asus,Notebook,4,128 SSD,Intel,Windows 10,1.86,36834,0,0,Intel Celeron,0,128,100.45
Dell,Gaming,16,128 SSD +  1000 HDD,Nvidia,Windows 10,3.21,180303,0,0,Intel Core i5,1000,128,141.21
HP,Notebook,4,256 SSD,AMD,Windows 10,2.5,61449,0,1,Intel Core i3,0,256,127.34
Lenovo,2 in 1 Convertible,8,512 SSD,Intel,Windows 10,1.19,131777,1,1,Intel Core i7,0,512,165.63
Dell,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,3.49,247356,0,0,Intel Core i7,1000,256,141.21
HP,Notebook,4,500 HDD,AMD,Windows 10,1.86,53854,0,0,Intel Core i5,500,0,100.45
Dell,Notebook,4,1000 HDD,AMD,Windows 10,2.2,47969,0,0,Intel Core i3,1000,0,100.45
HP,Notebook,6,2000 HDD,AMD,Windows 10,2.65,50020,0,1,AMD A Series,2000,0,127.34
Lenovo,Notebook,4,500 HDD,Intel,Windows 10,2.1,27955,0,0,Intel Celeron,500,0,100.45
Acer,Notebook,4,32 Flash Storage,Intel,Linux/Android/Chrome OS,1.45,32966,0,0,Intel Celeron,0,0,111.94
Lenovo,Notebook,4,256 SSD,Intel,Windows 10,1.7,61449,0,0,Intel Core i5,0,256,157.35
HP,Workstation,8,500 HDD,Nvidia,Windows 10,3.14,167731,0,0,Intel Core i7,500,0,127.34
Lenovo,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.42,227686,1,0,Intel Core i7,0,256,209.8
Toshiba,Notebook,8,256 SSD,Intel,Windows 10,1.5,85536,0,1,Intel Core i5,0,256,165.63
Acer,Netbook,4,32 Flash Storage,Intel,Windows 10,1.4,23647,0,0,Intel Celeron,0,0,135.09
Lenovo,2 in 1 Convertible,16,512 SSD,Intel,Windows 10,1.38,153754,1,0,Intel Core i7,0,512,157.35
Asus,2 in 1 Convertible,4,64 Flash Storage,Intel,Linux/Android/Chrome OS,1.2,58811,1,0,Intel Core M,0,0,176.23
Toshiba,Ultrabook,16,512 SSD,Intel,Windows 10,1.36,165007,1,0,Intel Core i7,0,512,165.63
HP,Notebook,4,500 HDD,AMD,Windows 10,2.1,60569,0,1,Intel Core i7,500,0,141.21
Dell,Gaming,8,1000 HDD,Nvidia,Windows 10,2.56,71998,0,0,Intel Core i5,1000,0,141.21
Lenovo,Notebook,4,256 SSD,AMD,Windows 10,2.2,35076,0,0,AMD A Series,0,256,141.21
Lenovo,Notebook,8,1000 HDD,AMD,Windows 10,2.2,37713,0,0,AMD A Series,1000,0,100.45
Lenovo,Notebook,4,1000 HDD +  1000 HDD,Intel,Windows 10,2.1,54631,0,0,Intel Core i5,2000,0,141.21
Lenovo,Notebook,4,500 HDD,Intel,No OS,1.9,39559,0,0,Intel Core i3,500,0,100.45
Dell,Notebook,8,256 SSD,Intel,Windows 10,2.18,69888,0,0,Intel Core i5,0,256,141.21
Acer,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.6,87822,1,1,Intel Core i5,0,256,165.63
Lenovo,Workstation,16,512 SSD,Nvidia,Windows 7,2.18,163073,0,0,Intel Core i7,0,512,141.21
Lenovo,Notebook,8,256 SSD,Intel,Windows 10,1.8,104700,0,0,Intel Core i5,0,256,157.35
HP,Notebook,6,2000 HDD,AMD,Windows 10,2.71,57581,0,1,AMD A Series,2000,0,127.34
Lenovo,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.5,109799,0,1,Intel Core i7,1000,128,141.21
Dell,Notebook,8,256 SSD,Nvidia,Linux/Android/Chrome OS,1.64,95733,0,0,Intel Core i5,0,256,157.35
Dell,Notebook,8,1000 HDD,Intel,Linux/Android/Chrome OS,1.98,63822,0,0,Intel Core i5,1000,0,141.21
Asus,Notebook,4,32 Flash Storage,Intel,Windows 10,1.5,26197,0,0,Intel Celeron,0,0,157.35
Dell,Notebook,16,512 SSD,Intel,Windows 10,1.93,125417,0,0,Intel Core i5,0,512,141.21
Lenovo,Notebook,8,256 SSD,Nvidia,Windows 10,1.87,75345,0,1,Intel Core i5,0,256,157.35
Dell,Notebook,8,256 SSD,Intel,Windows 10,1.9,103645,0,0,Intel Core i5,0,256,141.21
Lenovo,Notebook,4,500 HDD,AMD,Windows 10,2.19,26197,0,0,AMD A Series,500,0,100.45
HP,Notebook,8,256 SSD,Nvidia,Windows 10,2.63,105492,0,0,Intel Core i7,0,256,127.34
Lenovo,Ultrabook,8,512 SSD,Intel,Windows 10,1.17,148272,0,1,Intel Core i7,0,512,209.8
HP,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.58,73545,1,1,Intel Core i5,0,256,117.83
Lenovo,Ultrabook,8,256 SSD,Intel,Windows 10,1.32,131777,0,1,Intel Core i5,0,256,157.35
Dell,Gaming,32,1000 SSD +  1000 HDD,Nvidia,Windows 10,4.36,321697,0,0,Intel Core i7,1000,1000,254.67
MSI,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.7,118544,0,0,Intel Core i7,1000,128,127.34
Lenovo,Notebook,4,1000 HDD,Intel,No OS,1.9,43067,0,0,Intel Core i5,1000,0,100.45
Dell,Notebook,8,128 SSD +  1000 HDD,AMD,Windows 10,2.2,63207,0,0,Intel Core i5,1000,128,141.21
Dell,2 in 1 Convertible,4,1000 HDD,Intel,Windows 10,1.71,57053,1,0,Intel Core i3,1000,0,165.63
Dell,Notebook,8,1000 HDD,AMD,Linux/Android/Chrome OS,2.32,51824,0,0,Intel Core i5,1000,0,100.45
HP,Notebook,4,1000 HDD,AMD,Windows 10,2.1,42987,0,0,AMD A Series,1000,0,141.21
Acer,Gaming,16,128 SSD +  1000 HDD,Nvidia,Windows 10,4.2,170105,0,1,Intel Core i7,1000,128,127.34
Dell,Notebook,12,1000 HDD,Intel,Windows 10,2.25,57053,0,0,Intel Core i5,1000,0,100.45
HP,Notebook,6,128 SSD +  1000 HDD,AMD,Windows 10,2.1,57141,0,0,AMD A Series,1000,128,141.21
Acer,Notebook,4,500 HDD,Intel,Windows 10,2.4,49141,0,0,Intel Core i5,500,0,100.45
Lenovo,Notebook,8,256 SSD,Intel,Windows 10,1.44,84393,0,1,Intel Core i5,0,256,165.63
Lenovo,Notebook,4,1000 HDD,Intel,Windows 10,1.85,68481,0,0,Intel Core i7,1000,0,141.21
HP,Workstation,16,256 SSD,Nvidia,Windows 10,2.6,212654,0,0,Intel Core i7,0,256,141.21
Dell,2 in 1 Convertible,8,1000 HDD,Intel,Windows 10,1.55,57932,1,0,Intel Core i5,1000,0,165.63
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,1.8,184125,0,0,Intel Core i7,1000,256,141.21
Acer,Notebook,4,500 HDD,Intel,Windows 10,2.4,36113,0,0,Intel Core i3,500,0,100.45
Dell,Notebook,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.0,106107,0,0,Intel Core i7,1000,128,141.21
Dell,Notebook,8,256 SSD,Intel,Windows 10,2.0,58460,0,0,Intel Core i3,0,256,100.45
Toshiba,Notebook,8,256 SSD,Intel,Windows 10,1.25,134941,1,1,Intel Core i5,0,256,157.35
Lenovo,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.7,87822,1,0,Intel Core i5,0,256,157.35
Lenovo,Workstation,16,1000 SSD,Nvidia,Windows 10,2.5,290015,0,1,Intel Core i7,0,1000,282.42
Acer,Notebook,2,32 Flash Storage,Intel,Linux/Android/Chrome OS,1.68,29010,0,0,Intel Celeron,0,0,111.94
HP,Notebook,8,256 SSD,Intel,Windows 10,1.86,47383,0,0,Intel Core i3,0,256,141.21
